ユーザID,学校種別(使用）,文理（使用）,アルバイト経験有無,アルバイト経験先,アルバイト店番,アルバイト店名,アルバイト社員番号,アルバイト開始年月,アルバイト期間,[SPI3U]言語(得点),[SPI3U]言語(段階),[SPI3U]非言語(得点),[SPI3U]非言語(段階),[SPI3U]基礎能力総合(得点),[SPI3U]基礎能力総合(段階),[SPI3U]Ａ対人接触,[SPI3U]Ｂ対人折衝,[SPI3U]Ｃ集団統率,[SPI3U]Ｄ協調協力,[SPI3U]Ｅサポート,[SPI3U]Ｆフットワーク,[SPI3U]Ｇスピーディー,[SPI3U]Ｈ予定外対応,[SPI3U]Ｉ自律遂行,[SPI3U]Ｊプレッシャー,[SPI3U]Ｋ着実持続,[SPI3U]Ｌ前例ない課題,[SPI3U]Ｍ企画アイデア,[SPI3U]Ｎ問題分析,[SPI3U]ダミー(1),[SPI3U]ダミー(2),[SPI3U]Ｗ創造重視,[SPI3U]Ｘ結果重視,[SPI3U]Ｙ調和重視,[SPI3U]Ｚ秩序重視,[SPI3U]応答態度Ａ,[SPI3U]ダミー,[SPI3Uフル]マネジメントスタイル座標,[SPI3U]内向-外向2,[SPI3U]調整-統率,[SPI3U]繊細-強靭,[SPI3U]維持‐変革,[SPI3U]活動系,[SPI3U]新卒R社員性格基準,final
16007640,大学,文系,現在、勤務しています,B社,682,店名_354,529806,40664,6カ月以上,47,4,34,2,"39,5",3,4,4,4,3,3,4,3,3,4,4,2,5,2,2,5,4,4,4,2,2,1,1,X1,4,4,4,4,"3,5","3,5",1
16000360,大学,文系,現在、勤務しています,B社,1424,店名_563,587860,41122,6カ月以上,30,2,66,6,48,4,4,5,4,5,4,3,3,3,3,4,3,5,4,3,6,6,4,5,3,4,2,1,X3,4,"3,5","4,5",4,3,4,1
16000495,大学,文系,勤務経験なし,,,,,,,55,5,68,6,63,6,4,3,3,4,4,3,3,3,3,4,3,3,4,4,4,3,4,2,4,3,1,1,Y1,4,3,"3,5",3,3,"3,8",1
16000501,大学,文系,勤務経験なし,,,,,,,62,6,51,4,"57,5",5,3,3,4,4,5,3,3,3,3,3,4,3,4,5,4,5,3,4,5,4,1,1,Y2,3,"3,5",3,3,3,"3,8",1
16000517,大学,文系,勤務経験なし,,,,,,,57,5,55,5,57,5,4,3,3,1,1,3,4,3,5,5,5,5,4,4,5,6,4,3,1,5,1,1,Z2,4,4,4,4,"3,5","2,8",1
16000546,大学,文系,現在、勤務しています,B社,631,店名_180,572603,41000,6カ月以上,55,5,54,5,55,5,5,5,4,5,4,4,3,5,3,5,3,3,4,3,5,3,4,2,5,4,1,1,Y3,5,"3,5",5,4,"3,5","4,3",1
16000587,大学,文系,勤務経験なし,,,,,,,55,5,55,5,"55,5",5,3,4,4,3,4,3,3,4,5,5,5,5,5,4,6,6,3,5,4,5,1,1,Z2,3,"4,5","4,5","4,5",3,"3,8",1
16000631,大学,文系,勤務経験なし,,,,,,,75,7,48,4,63,6,2,3,3,2,2,3,3,3,4,3,5,4,5,5,5,5,3,4,3,5,1,1,Z2,2,"3,5",3,"3,5",3,"2,5",1
16000713,大学,文系,現在、勤務しています,A社,256,店名_221,665055,41518,6カ月以上,55,5,55,5,"55,5",5,3,4,4,3,3,3,3,3,3,4,3,3,3,3,4,2,3,2,3,3,1,1,Y2,3,"3,5",4,3,3,3,1
16000989,大学,文系,現在、勤務しています,B社,1300,店名_069,582657,41091,6カ月以上,70,7,56,5,"64,5",6,3,3,3,4,5,3,3,3,2,2,2,3,3,4,2,3,3,3,4,3,1,1,Y2,3,"2,5","2,5",3,3,"3,5",1
16001059,大学,文系,現在、勤務しています,B社,1362,店名_651,580697,41061,6カ月以上,55,5,35,2,"44,5",3,3,3,3,2,2,1,1,2,5,4,4,4,3,3,5,5,3,5,2,5,1,1,X4,3,4,"3,5",3,1,3,1
16001389,大学,文系,勤務経験なし,,,,,,,52,4,44,3,48,4,5,5,5,3,3,5,5,5,5,5,3,5,3,3,5,5,5,5,2,3,1,1,X1,5,5,5,5,5,4,1
16002105,大学,文系,勤務経験なし,,,,,,,60,5,55,5,"58,5",5,4,5,5,3,3,2,2,3,3,5,4,2,3,3,2,1,4,2,4,4,1,1,Y2,4,4,5,"2,5",2,"3,3",1
16002651,,,勤務経験なし,,,,,,,55,5,43,3,49,4,5,5,3,5,4,5,5,5,3,5,4,3,2,2,2,1,4,2,3,3,1,1,W4,5,3,5,4,5,"4,3",1
16002797,大学,文系,勤務経験なし,,,,,,,57,5,57,5,58,5,5,5,5,3,2,5,5,5,4,5,1,4,5,3,5,1,5,3,2,1,1,1,W1,5,"4,5",5,"4,5",5,"3,5",1
16003331,大学,文系,勤務経験なし,,,,,,,61,5,63,6,"63,5",6,5,5,4,5,5,5,3,4,2,4,2,3,3,3,3,2,4,2,5,1,1,1,Y1,5,3,"4,5","3,5",4,"4,3",1
16003393,大学,文系,勤務経験なし,,,,,,,62,6,64,6,"64,5",6,4,5,5,4,4,4,4,4,5,4,3,4,5,4,5,3,4,4,3,3,1,1,W4,4,5,"4,5",4,4,"4,3",1
16003469,大学,理系,勤務経験なし,,,,,,,51,4,64,6,"58,5",5,5,5,5,3,2,4,5,4,4,4,2,4,5,5,5,5,5,5,2,2,2,1,X1,5,"4,5","4,5",4,"4,5","3,5",1
16003472,大学,文系,勤務経験なし,,,,,,,65,6,71,7,70,7,4,4,4,5,5,4,4,4,3,3,3,3,4,4,4,3,4,3,4,2,1,1,W3,4,"3,5","3,5","3,5",4,"4,3",1
16003951,大学,文系,勤務経験なし,,,,,,,59,5,76,7,"69,5",6,5,5,5,3,3,5,5,5,5,5,3,5,5,4,6,3,5,3,3,3,1,1,W4,5,5,5,5,5,4,1
16004412,大学,文系,過去に勤務していました,A社,,店名_008,667546,41518,6カ月以上,59,5,59,5,60,5,4,4,4,4,4,3,3,3,4,4,3,3,5,4,5,4,4,3,4,3,1,1,W4,4,4,4,3,3,4,1
16004527,大学,文系,勤務経験なし,,,,,,,54,5,51,4,53,4,5,5,5,3,2,5,4,4,3,4,2,3,3,3,4,2,4,3,2,1,1,1,W2,5,4,"4,5","3,5","4,5","3,3",1
16004549,大学,文系,勤務経験なし,,,,,,,58,5,57,5,"58,5",5,3,4,4,4,5,3,3,2,3,3,3,3,4,4,4,4,3,3,4,3,1,1,Y2,3,"3,5","3,5","2,5",3,"3,8",1
16004635,大学,文系,勤務経験なし,,,,,,,60,5,59,5,"60,5",5,4,4,5,4,3,5,5,5,3,4,1,5,5,4,5,4,5,4,3,1,1,1,W1,4,4,4,5,5,"3,5",1
16004727,大学,理系,勤務経験なし,,,,,,,42,3,53,4,47,4,5,5,5,4,3,3,2,5,5,5,4,4,3,3,5,3,5,2,3,4,1,1,W4,5,5,5,"4,5","2,5","4,3",1
16005139,大学,文系,現在、勤務しています,B社,1324,店名_494,554849,40878,6カ月以上,40,3,36,2,"36,5",2,4,4,4,4,4,3,3,3,4,4,5,3,2,2,5,4,3,3,4,5,1,1,Z3,4,4,4,3,3,4,1
16005438,大学,文系,勤務経験なし,,,,,,,56,5,52,4,"54,5",5,5,4,4,3,4,5,4,4,4,4,3,3,3,3,4,2,4,3,3,3,1,1,W4,5,4,4,"3,5","4,5",4,1
16005475,大学,文系,現在、勤務しています,A社,135,店名_555,609697,41214,6カ月以上,43,3,47,4,"44,5",3,3,3,4,5,5,4,4,3,3,3,4,4,4,3,6,5,4,4,5,5,1,1,Y2,3,"3,5",3,"3,5",4,4,1
16005579,大学,文系,現在、勤務しています,B社,929,店名_567,9929010,41365,6カ月以上,51,4,60,5,56,5,5,5,4,3,3,3,3,4,3,4,3,4,4,3,5,3,4,2,4,3,1,1,Y1,5,"3,5","4,5",4,3,"3,5",1
16005942,大学,文系,過去に勤務していました,B社,,店名_566,,41244,6カ月以上,65,6,59,5,"63,5",6,4,4,3,3,2,4,4,5,3,5,3,4,5,3,5,2,4,2,3,3,1,1,W4,4,3,"4,5","4,5",4,3,1
16005975,大学,文系,勤務経験なし,,,,,,,51,4,63,6,58,5,4,4,5,2,2,4,4,4,3,4,3,5,5,4,5,3,5,3,2,3,1,1,W2,4,4,4,"4,5",4,"2,8",1
16006056,,,勤務経験なし,,,,,,,53,4,64,6,"59,5",5,5,4,3,4,4,5,3,3,3,3,2,3,4,3,4,1,4,1,4,2,1,1,Y1,5,3,"3,5",3,4,4,1
16006064,大学,文系,現在、勤務しています,B社,1532,店名_269,700095,41671,6カ月以上,44,3,45,3,44,3,5,5,4,5,4,5,5,5,3,4,3,3,3,3,5,3,4,2,5,3,1,1,Y1,5,"3,5","4,5",4,5,0,1
16006083,大学,文系,勤務経験なし,,,,,,,52,4,56,5,"54,5",5,4,3,4,3,5,2,3,2,5,3,4,3,3,3,4,4,3,3,4,4,1,1,Y2,4,"4,5",3,"2,5","2,5","4,3",1
16006177,大学,文系,過去に勤務していました,A社,231,店名_666,566537,40969,6カ月以上,42,3,57,5,"49,5",4,4,4,5,3,3,4,3,3,4,4,3,4,3,3,5,3,4,3,3,3,1,1,W4,4,"4,5",4,"3,5","3,5","3,5",1
16006724,大学,文系,現在、勤務しています,A社,461,店名_415,621388,41306,6カ月以上,43,3,43,3,42,3,4,4,4,3,3,5,3,4,3,3,2,3,2,1,3,1,3,3,3,1,1,1,W4,4,"3,5","3,5","3,5",4,"3,3",1
16006754,大学,文系,勤務経験なし,,,,,,,55,5,45,3,50,4,3,3,3,3,5,2,3,2,3,3,5,3,3,3,3,2,2,2,4,3,1,1,Y4,3,3,3,"2,5","2,5","3,5",1
16006838,大学,文系,勤務経験なし,,,,,,,63,6,61,5,"63,5",6,3,3,4,1,2,3,3,3,5,3,1,3,4,5,4,5,4,4,2,1,1,1,W2,3,"4,5",3,3,3,"2,8",1
16007085,大学,文系,勤務経験なし,,,,,,,66,6,77,7,74,7,3,4,4,3,4,3,3,3,5,3,5,5,5,5,6,6,3,4,3,5,1,1,Z2,3,"4,5","3,5",4,3,"3,8",1
16007114,大学,文系,勤務経験なし,,,,,,,57,5,66,6,63,6,5,5,5,5,4,3,2,3,5,5,4,3,5,5,5,5,4,5,5,5,1,1,Z1,5,5,5,3,"2,5","4,8",1
16007188,,,勤務経験なし,,,,,,,66,6,52,4,60,5,5,5,5,2,3,5,5,5,4,5,1,5,5,3,6,1,5,3,2,1,1,1,W1,5,"4,5",5,5,5,"3,5",1
16007293,大学,文系,勤務経験なし,,,,,,,44,3,56,5,50,4,5,4,3,5,4,3,2,3,3,5,4,2,3,3,3,3,4,2,5,3,1,1,Y1,5,3,"4,5","2,5","2,5","4,3",1
16007337,大学,理系,勤務経験なし,,,,,,,52,4,50,4,51,4,4,4,5,3,3,3,3,3,3,4,3,3,4,3,5,3,3,3,3,3,1,1,W4,4,4,4,3,3,"3,3",1
16007462,大学,文系,勤務経験なし,,,,,,,52,4,74,7,"64,5",6,4,4,4,4,4,3,3,3,3,4,4,3,4,4,4,3,3,3,4,3,1,1,Y2,4,"3,5",4,3,3,"3,8",1
16007636,大学,理系,現在、勤務しています,B社,1338,店名_267,578842,41061,6カ月以上,46,4,57,5,"51,5",4,3,3,3,4,5,3,2,2,4,3,3,3,3,4,4,5,3,3,4,3,1,1,Y2,3,"3,5",3,"2,5","2,5",4,1
16007678,短大,文系,勤務経験なし,,,,,,,50,4,61,5,56,5,3,4,4,3,3,4,4,5,4,4,4,5,4,3,5,3,4,2,2,3,1,1,W4,3,4,4,5,4,"3,3",1
16007693,大学,文系,現在、勤務しています,A社,46,店名_218,578456,41061,6カ月以上,64,6,56,5,"61,5",5,3,4,5,2,3,3,4,3,5,4,3,4,5,5,5,5,3,5,2,4,1,1,X4,3,5,4,"3,5","3,5","3,3",1
16007810,大学,文系,過去に勤務していました,B社,1371,店名_106,,40544,6カ月以上,59,5,50,4,55,5,5,5,5,2,2,5,5,5,5,5,3,5,4,3,5,4,4,5,2,2,1,1,X1,5,5,5,5,5,"3,5",1
16007831,大学,文系,勤務経験なし,,,,,,,57,5,43,3,50,4,5,5,5,2,2,5,5,5,5,5,2,5,5,3,6,4,5,5,2,2,1,1,W2,5,5,5,5,5,"3,5",1
16007946,大学,文系,勤務経験なし,,,,,,,59,5,44,3,"51,5",4,4,4,4,2,2,5,5,4,5,4,3,5,4,3,5,3,4,4,2,3,1,1,X1,4,"4,5",4,"4,5",5,"3,3",1
16007989,大学,文系,現在、勤務しています,B社,1360,店名_569,613480,41244,6カ月以上,55,5,51,4,"53,5",4,3,4,5,3,3,3,3,3,5,5,5,3,3,3,4,4,3,5,2,4,1,1,X4,3,5,"4,5",3,3,"3,5",1
16008046,大学,文系,勤務経験なし,,,,,,,53,4,43,3,48,4,3,3,3,2,2,3,2,3,5,4,5,4,4,3,6,3,3,3,2,5,1,1,Z2,3,4,"3,5","3,5","2,5",3,1
16008055,大学,文系,勤務経験なし,,,,,,,51,4,44,3,47,4,3,5,5,3,2,3,3,4,5,5,4,5,4,3,6,5,3,5,3,4,1,1,X4,3,5,5,"4,5",3,"3,3",1
16008071,大学,文系,勤務経験なし,,,,,,,49,4,54,5,"51,5",4,5,5,4,3,3,5,3,5,3,4,3,3,3,3,4,2,4,2,3,3,1,1,W4,5,"3,5","4,5",4,4,"3,5",1
16008155,大学,文系,勤務経験なし,,,,,,,59,5,59,5,60,5,3,3,3,3,4,3,3,3,4,3,3,3,4,5,4,5,3,3,4,3,1,1,Y2,3,"3,5",3,3,3,"3,5",1
16008187,大学,文系,勤務経験なし,,,,,,,59,5,50,4,55,5,4,4,5,2,3,3,3,3,5,5,4,5,5,4,6,6,5,5,2,4,1,1,X1,4,5,"4,5",4,3,"3,5",1
16008326,大学,文系,現在、勤務しています,A社,555,店名_258,586592,41122,6カ月以上,61,5,58,5,"60,5",5,5,5,5,4,2,5,3,5,4,5,1,4,4,5,4,5,5,4,2,1,1,1,W2,5,"4,5",5,"4,5",4,"3,8",1
16008689,大学,文系,勤務経験なし,,,,,,,54,5,64,6,60,5,4,5,5,2,3,3,4,5,5,5,3,5,5,4,5,3,4,4,2,2,1,1,W2,4,5,5,5,"3,5","3,5",1
16008983,大学,文系,現在、勤務しています,B社,485,店名_435,781858,41944,6カ月未満,52,4,65,6,"59,5",5,3,4,4,4,5,5,5,5,3,3,3,4,5,4,5,3,4,2,5,3,1,1,Y1,3,"3,5","3,5","4,5",5,"3,8",1
16009145,大学,文系,勤務経験なし,,,,,,,53,4,43,3,48,4,4,3,2,5,5,3,3,3,3,3,2,3,3,2,4,2,4,2,5,2,1,1,Y1,4,"2,5",3,3,3,"4,3",1
16009195,,,勤務経験なし,,,,,,,55,5,59,5,58,5,3,4,4,3,2,3,3,3,3,3,3,3,4,4,4,4,4,5,2,3,1,1,X1,3,"3,5","3,5",3,3,"2,8",1
16009289,大学,文系,勤務経験なし,,,,,,,70,7,65,6,"69,5",6,4,4,4,4,4,3,4,3,5,5,4,3,5,5,5,5,4,4,3,3,1,1,X3,4,"4,5","4,5",3,"3,5","4,3",1
16009409,大学,文系,勤務経験なし,,,,,,,54,5,47,4,"50,5",4,5,4,5,2,2,4,4,4,5,5,3,5,4,3,5,3,4,3,2,3,1,1,W4,5,5,"4,5","4,5",4,"3,5",1
16009443,大学,文系,勤務経験なし,,,,,,,62,6,51,4,"57,5",5,3,3,3,1,1,3,3,3,5,4,3,5,5,4,6,3,3,2,2,3,1,1,W4,3,4,"3,5",4,3,"2,5",1
16009464,大学,理系,勤務経験なし,,,,,,,47,4,51,4,49,4,4,5,5,2,2,4,4,4,5,5,3,5,4,3,6,4,5,3,2,2,1,1,W2,4,5,5,"4,5",4,"3,3",1
16009506,大学,文系,勤務経験なし,,,,,,,57,5,52,4,55,5,4,4,4,3,3,5,3,4,3,4,5,3,3,3,4,1,3,2,3,3,1,1,Y2,4,"3,5",4,"3,5",4,"3,3",1
16009552,大学,文系,勤務経験なし,,,,,,,54,5,46,4,50,4,4,5,5,3,2,5,4,5,4,5,2,3,3,3,3,3,3,3,3,2,1,1,W4,4,"4,5",5,4,"4,5","3,3",1
16009762,大学,文系,現在、勤務しています,A社,135,店名_555,668077,41518,6カ月以上,59,5,58,5,"59,5",5,4,4,4,3,3,4,3,3,3,3,2,4,4,4,4,4,4,3,3,2,1,1,W4,4,"3,5","3,5","3,5","3,5","3,3",1
16009861,大学,文系,現在、勤務しています,A社,555,店名_562,588848,41122,6カ月以上,59,5,75,7,69,6,4,3,4,4,5,4,3,3,3,3,3,3,5,4,5,3,4,2,5,3,1,1,Y1,4,"3,5",3,3,"3,5",4,1
16009881,大学,文系,現在、勤務しています,A社,461,店名_416,635992,41365,6カ月以上,52,4,57,5,55,5,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,1,1,Y2,3,3,3,3,3,"3,3",1
16009894,大学,文系,勤務経験なし,,,,,,,71,7,79,7,78,7,5,5,5,3,1,5,5,5,5,5,3,5,5,5,6,5,5,5,2,3,1,1,X1,5,5,5,5,5,"3,5",1
16010071,大学,文系,勤務経験なし,,,,,,,53,4,49,4,51,4,3,4,4,3,3,4,4,4,4,3,2,5,5,3,6,3,3,4,2,2,1,1,X1,3,4,"3,5","4,5",4,"3,3",1
16010105,大学,文系,勤務経験なし,,,,,,,57,5,48,4,53,4,4,5,5,3,4,5,4,5,4,3,3,5,5,3,6,3,4,3,5,3,1,1,Y1,4,"4,5",4,5,"4,5","3,8",1
16010224,大学,文系,勤務経験なし,,,,,,,58,5,50,4,"54,5",5,5,5,5,2,2,5,5,5,4,5,1,5,4,3,5,2,5,3,2,1,1,1,W1,5,"4,5",5,5,5,"3,3",1
16010236,大学,文系,現在、勤務しています,A社,491,店名_055,677646,41548,6カ月以上,51,4,54,5,53,4,5,5,5,3,3,4,3,5,4,5,2,3,3,3,2,2,4,3,3,2,1,1,W4,5,"4,5",5,4,"3,5","3,8",1
16010369,大学,文系,勤務経験なし,,,,,,,47,4,42,3,44,3,5,4,3,3,3,5,3,4,2,4,3,3,3,3,4,3,4,2,4,3,1,1,Y1,5,"2,5",4,"3,5",4,"3,3",1
16010531,大学,文系,勤務経験なし,,,,,,,52,4,44,3,48,4,4,4,4,3,3,4,3,4,5,5,5,5,3,3,5,5,4,5,3,5,1,1,X4,4,"4,5","4,5","4,5","3,5","3,8",1
16010603,大学,文系,勤務経験なし,,,,,,,68,6,67,6,"69,5",6,2,2,4,1,2,3,2,3,5,3,5,5,5,5,6,5,3,4,2,4,1,1,X4,2,"4,5","2,5",4,"2,5","2,5",1
16010793,大学,文系,勤務経験なし,,,,,,,54,5,45,3,"49,5",4,3,2,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,1,1,Y2,3,"2,5","2,5","2,5",3,3,1
16010803,大学,文系,勤務経験なし,,,,,,,59,5,45,3,"52,5",4,2,3,4,2,3,5,5,3,4,4,3,3,3,3,4,1,4,3,2,2,1,1,W2,2,4,"3,5",3,5,"2,8",1
16010808,大学,文系,勤務経験なし,,,,,,,59,5,43,3,51,4,3,4,4,3,3,4,5,5,5,3,3,5,5,3,6,4,3,4,2,2,1,1,X1,3,"4,5","3,5",5,"4,5","3,5",1
16010857,大学,文系,勤務経験なし,,,,,,,63,6,70,7,"68,5",6,5,5,5,3,2,5,4,3,5,5,3,4,5,5,5,5,4,4,2,4,1,1,X3,5,5,5,"3,5","4,5","3,8",1
16011003,大学,文系,勤務経験なし,,,,,,,54,5,50,4,"52,5",4,5,5,5,1,1,5,5,5,5,5,1,5,4,3,5,3,4,5,1,1,1,1,X1,5,5,5,5,5,3,1
16011063,大学,文系,勤務経験なし,,,,,,,58,5,50,4,"54,5",5,5,4,4,2,3,4,4,4,5,5,3,4,4,4,5,5,4,4,2,4,1,1,X3,5,"4,5","4,5",4,4,"3,8",1
16011079,大学,理系,勤務経験なし,,,,,,,47,4,50,4,"48,5",4,4,4,5,3,3,5,5,5,3,5,2,4,3,3,5,3,5,3,3,2,1,1,W1,4,4,"4,5","4,5",5,"3,3",1
16011088,,,勤務経験なし,,,,,,,62,6,61,5,63,6,5,5,5,3,3,5,4,5,5,5,3,5,5,4,5,3,5,3,4,3,1,1,W3,5,5,5,5,"4,5",4,1
16011329,,,勤務経験なし,,,,,,,52,4,54,5,"53,5",4,3,2,3,3,4,3,3,3,3,3,3,3,3,3,2,4,3,2,4,3,1,1,Y2,3,3,"2,5",3,3,"3,3",1
16011347,大学,文系,現在、勤務しています,A社,500,店名_142,674348,41518,6カ月以上,46,4,58,5,"52,5",4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,3,4,3,4,2,1,1,W3,4,"3,5","3,5",3,4,"3,8",1
16011356,大学,文系,勤務経験なし,,,,,,,49,4,59,5,"54,5",5,5,5,5,3,2,4,4,5,3,5,3,3,3,3,4,2,5,3,2,3,1,1,W2,5,4,5,4,4,"3,3",1
16011359,大学,文系,勤務経験なし,,,,,,,60,5,58,5,60,5,3,4,3,5,5,2,2,3,1,3,5,3,4,3,4,2,3,3,5,3,1,1,Y2,3,2,"3,5",3,2,"3,5",1
16011432,大学,文系,勤務経験なし,,,,,,,56,5,63,6,"60,5",5,3,2,2,3,3,4,5,4,3,3,2,3,3,4,3,3,3,1,4,2,1,1,Y1,3,"2,5","2,5","3,5","4,5",3,1
16011556,,,勤務経験なし,,,,,,,49,4,51,4,50,4,5,4,4,3,4,5,5,4,5,5,4,4,5,4,6,5,5,5,3,4,1,1,X1,5,"4,5","4,5",4,5,"4,3",1
16011629,大学,文系,勤務経験なし,,,,,,,52,4,47,4,"49,5",4,5,5,5,3,3,5,5,5,4,5,4,5,4,2,6,2,5,3,3,2,1,1,W1,5,"4,5",5,5,5,"3,8",1
16011729,,,現在、勤務しています,A社,135,店名_225,580641,41091,6カ月以上,53,4,52,4,53,4,4,4,3,5,5,3,3,3,3,3,3,3,3,3,4,3,3,3,5,3,1,1,Y2,4,3,"3,5",3,3,"4,3",1
16011959,大学,文系,現在、勤務しています,A社,555,店名_258,586677,41122,6カ月以上,48,4,55,5,"51,5",4,3,3,3,3,3,3,3,3,3,4,3,3,4,3,5,3,4,2,3,3,1,1,W4,3,3,"3,5",3,3,3,1
16011963,大学,文系,勤務経験なし,,,,,,,73,7,67,6,"72,5",7,3,5,5,1,1,5,5,5,5,5,1,5,5,5,6,4,4,5,1,1,1,1,X1,3,5,5,5,5,"2,5",1
16012059,大学,文系,勤務経験なし,,,,,,,63,6,72,7,"69,5",6,5,5,5,3,2,5,4,5,3,4,3,3,3,4,2,3,4,3,2,3,1,1,W4,5,4,"4,5",4,"4,5","3,3",1
16012185,大学,文系,勤務経験なし,,,,,,,71,7,71,7,"73,5",7,4,5,5,5,5,4,5,4,4,5,3,3,4,5,4,6,4,5,3,3,1,1,X1,4,"4,5",5,"3,5","4,5","4,5",1
16012223,大学,文系,勤務経験なし,,,,,,,52,4,49,4,"50,5",4,4,4,4,3,3,4,3,4,3,3,4,2,2,3,1,2,2,2,4,3,1,1,Y4,4,"3,5","3,5",3,"3,5","3,3",1
16012460,大学院（修士）,理系,過去に勤務していました,A社,171,店名_550,,41334,6カ月以上,55,5,71,7,"64,5",6,3,3,3,4,5,5,5,5,3,5,1,1,3,5,1,4,3,2,4,1,1,1,Y1,3,3,4,3,5,"3,8",1
16012697,大学,文系,勤務経験なし,,,,,,,65,6,74,7,72,7,4,4,5,3,3,3,4,3,5,5,3,3,5,5,5,5,4,5,2,3,1,1,X1,4,5,"4,5",3,"3,5","3,8",1
16012708,大学,文系,勤務経験なし,,,,,,,41,3,52,4,46,4,4,5,5,1,1,5,5,4,5,5,4,5,4,3,6,5,5,4,1,3,1,1,W2,4,5,5,"4,5",5,"2,8",1
16012800,大学,文系,現在、勤務しています,A社,321,店名_229,598073,41183,6カ月以上,47,4,48,4,47,4,4,3,2,4,4,3,3,3,2,3,3,2,2,3,2,3,3,2,4,3,1,1,Y2,4,2,3,"2,5",3,"3,5",1
16012805,大学,文系,勤務経験なし,,,,,,,54,5,59,5,"57,5",5,5,5,5,5,3,5,5,5,5,5,3,5,5,4,6,4,5,5,3,3,1,1,W2,5,5,5,5,5,"4,5",1
16013006,大学,文系,勤務経験なし,,,,,,,65,6,58,5,63,6,5,5,5,3,3,5,5,5,5,5,4,5,5,5,6,6,5,5,3,3,1,1,X1,5,5,5,5,5,4,1
16013371,大学,文系,勤務経験なし,,,,,,,60,5,58,5,60,5,5,5,4,4,3,5,5,5,5,4,4,5,5,5,6,6,4,4,3,4,1,1,X3,5,"4,5","4,5",5,5,"4,3",1
16013374,大学,文系,勤務経験なし,,,,,,,58,5,51,4,55,5,3,4,5,4,5,3,3,3,4,4,3,3,3,3,4,2,4,3,3,3,1,1,W4,3,"4,5",4,3,3,4,1
16013435,大学,文系,勤務経験なし,,,,,,,45,3,56,5,"50,5",4,5,5,5,4,4,4,4,5,4,5,3,3,3,3,4,3,4,3,3,3,1,1,W4,5,"4,5",5,4,4,"4,3",1
16013584,大学,文系,勤務経験なし,,,,,,,62,6,59,5,62,6,4,3,4,3,3,3,2,2,4,3,4,1,3,5,3,5,2,3,3,5,1,1,Z4,4,4,3,"1,5","2,5","3,5",1
16013623,大学,文系,勤務経験なし,,,,,,,53,4,43,3,48,4,3,3,3,3,4,2,3,3,3,3,3,2,2,2,1,2,2,1,4,3,1,1,Y4,3,3,3,"2,5","2,5","3,3",1
16013852,大学,文系,現在、勤務しています,B社,1262,店名_286,749378,41883,6カ月以上,64,6,65,6,"66,5",6,3,3,3,3,3,4,3,3,3,3,3,2,4,4,3,2,3,2,4,3,1,1,Y2,3,3,3,"2,5","3,5",3,1
16014204,大学,文系,勤務経験なし,,,,,,,58,5,51,4,55,5,4,5,5,3,3,3,3,3,4,4,3,3,3,3,4,2,3,3,2,3,1,1,X3,4,"4,5","4,5",3,3,"3,5",1
16014221,大学,文系,勤務経験なし,,,,,,,45,3,51,4,48,4,3,3,3,3,2,4,4,4,3,3,3,4,3,3,5,4,3,3,3,3,1,1,W4,3,3,3,4,4,"2,8",1
16014589,大学,文系,勤務経験なし,,,,,,,62,6,48,4,"55,5",5,3,4,3,2,2,3,3,5,4,5,1,4,4,3,5,2,4,2,3,1,1,1,W3,3,"3,5","4,5","4,5",3,"2,8",1
16014964,大学,文系,勤務経験なし,,,,,,,58,5,43,3,"50,5",4,3,3,4,3,4,2,2,2,3,3,2,3,3,3,3,4,4,3,3,3,1,1,W4,3,"3,5",3,"2,5",2,"3,3",1
16015483,大学,文系,勤務経験なし,,,,,,,66,6,49,4,"58,5",5,3,3,3,2,2,3,4,4,4,3,3,5,5,4,6,4,3,3,3,3,1,1,X3,3,"3,5",3,"4,5","3,5","2,8",1
16015487,大学,文系,勤務経験なし,,,,,,,61,5,61,5,"62,5",6,5,5,5,4,4,3,3,3,3,4,3,3,3,4,3,3,4,3,3,3,1,1,W4,5,4,"4,5",3,3,4,1
16015498,大学,文系,勤務経験なし,,,,,,,46,4,68,6,58,5,3,4,4,2,2,3,4,3,4,5,3,3,4,4,4,3,3,3,2,3,1,1,X3,3,4,"4,5",3,"3,5","2,8",1
16015506,大学,文系,勤務経験なし,,,,,,,47,4,74,7,62,6,4,5,5,2,2,4,3,3,4,4,2,5,5,3,5,2,4,4,2,1,1,1,W2,4,"4,5","4,5",4,"3,5",3,1
16015528,大学,文系,勤務経験なし,,,,,,,60,5,73,7,"68,5",6,3,3,4,3,3,3,3,3,3,3,3,3,4,5,4,5,2,4,2,2,1,1,X3,3,"3,5",3,3,3,3,1
16015534,大学,文系,現在、勤務しています,A社,601,店名_448,750324,41883,6カ月以上,55,5,40,3,47,4,3,2,4,3,5,3,1,1,4,3,4,3,3,3,5,3,4,3,4,4,1,1,Y2,3,4,"2,5",2,2,"3,8",1
