"ユーザID","学校種別(使用）","文理（使用）","アルバイト経験有無","アルバイト経験先","アルバイト店番","アルバイト店名","アルバイト社員番号","アルバイト開始年月","アルバイト期間","[SPI3U]言語(得点)","[SPI3U]言語(段階)","[SPI3U]非言語(得点)","[SPI3U]非言語(段階)","[SPI3U]基礎能力総合(得点)","[SPI3U]基礎能力総合(段階)","[SPI3U]Ａ対人接触","[SPI3U]Ｂ対人折衝","[SPI3U]Ｃ集団統率","[SPI3U]Ｄ協調協力","[SPI3U]Ｅサポート","[SPI3U]Ｆフットワーク","[SPI3U]Ｇスピーディー","[SPI3U]Ｈ予定外対応","[SPI3U]Ｉ自律遂行","[SPI3U]Ｊプレッシャー","[SPI3U]Ｋ着実持続","[SPI3U]Ｌ前例ない課題","[SPI3U]Ｍ企画アイデア","[SPI3U]Ｎ問題分析","[SPI3U]ダミー(1)","[SPI3U]ダミー(2)","[SPI3U]Ｗ創造重視","[SPI3U]Ｘ結果重視","[SPI3U]Ｙ調和重視","[SPI3U]Ｚ秩序重視","[SPI3U]応答態度Ａ","[SPI3U]ダミー","[SPI3Uフル]マネジメントスタイル座標","[SPI3U]内向-外向2","[SPI3U]調整-統率","[SPI3U]繊細-強靭","[SPI3U]維持‐変革","[SPI3U]活動系","[SPI3U]新卒R社員性格基準"
17007144,"大学","文系","勤務経験なし",,,,,,,37,2,40,3,37,2,5,5,5,4,3,5,5,5,3,4,5,5,3,2,6,6,4,5,4,4,1,1,"X3",5,4,"4,5",5,5,"3,8"
17007148,"大学","文系","現在、勤務しています","B社",1436,"店名_643",757696,41913,"6カ月以上",56,5,68,6,"63,5",6,3,4,5,2,3,5,5,5,4,5,2,3,3,4,3,4,3,4,2,2,1,1,"X1",3,"4,5","4,5",4,5,3
17007165,"大学","文系","現在、勤務しています","B社",1360,"店名_857",764468,41913,"6カ月以上",46,4,35,2,"39,5",3,3,1,1,4,5,2,1,1,2,1,4,1,2,2,3,3,1,2,5,4,1,1,"Y4",3,"1,5",1,1,"1,5","3,5"
17007187,"大学","文系","勤務経験なし",,,,,,,62,6,59,5,62,6,4,4,3,2,2,3,3,3,5,4,2,5,5,5,5,5,4,3,2,2,1,1,"W2",4,4,4,4,3,"3,3"
17007193,"大学","文系","勤務経験なし",,,,,,,66,6,61,5,65,6,5,5,5,5,4,5,5,5,3,5,3,5,5,5,6,5,5,5,5,3,2,1,"W4",5,4,5,5,5,"4,3"
17007210,"大学","文系","勤務経験なし",,,,,,,57,5,64,6,62,6,4,5,5,1,2,4,5,5,5,5,1,5,5,5,5,5,4,5,2,2,1,1,"X1",4,5,5,5,"4,5",3
17007224,"大学","文系","勤務経験なし",,,,,,,54,5,43,3,"48,5",4,3,3,3,3,4,3,2,3,2,2,4,3,3,3,4,4,3,3,5,4,1,1,"Y4",3,"2,5","2,5",3,"2,5",3
17007226,"大学","文系","勤務経験なし",,,,,,,53,4,36,2,44,3,5,5,4,3,3,4,3,4,5,5,3,5,4,3,6,6,5,5,3,4,1,1,"X1",5,"4,5",5,"4,5","3,5",4
17007254,"大学","文系","勤務経験なし",,,,,,,48,4,44,3,"45,5",3,3,3,4,1,2,4,3,3,5,4,3,4,4,3,6,3,4,4,1,3,1,1,"X1",3,"4,5","3,5","3,5","3,5","2,8"
17007268,"大学","文系","勤務経験なし",,,,,,,45,3,58,5,"51,5",4,3,3,3,3,4,3,3,3,4,3,3,3,3,3,4,4,4,3,3,3,1,1,"W4",3,"3,5",3,3,3,"3,5"
17007269,"大学","文系","勤務経験なし",,,,,,,62,6,54,5,59,5,3,2,2,2,2,5,5,3,3,3,3,3,3,3,3,2,3,2,2,4,1,1,"Z1",3,"2,5","2,5",3,5,"2,5"
17007278,"大学","文系","勤務経験なし",,,,,,,45,3,67,6,57,5,4,5,5,3,3,3,4,3,5,5,4,5,5,4,6,5,4,5,2,4,1,1,"X2",4,5,5,4,"3,5","3,8"
17007287,"大学","文系","勤務経験なし",,,,,,,34,2,37,2,34,2,3,4,3,3,4,5,4,5,2,3,3,3,1,1,2,2,3,2,3,3,1,1,"Y2",3,"2,5","3,5",4,"4,5",3
17007312,"大学","理系","勤務経験なし",,,,,,,49,4,58,5,54,5,3,3,4,2,2,5,5,4,5,4,4,5,4,3,5,4,4,4,2,3,1,1,"X1",3,"4,5","3,5","4,5",5,3
17007333,"大学","文系","勤務経験なし",,,,,,,47,4,46,4,46,4,5,5,5,3,2,5,5,5,3,5,3,5,3,3,5,3,5,4,2,2,1,1,"W2",5,4,5,5,5,"3,3"
17007349,"大学","理系","現在、勤務しています","A社",402,"店名_919",720383,41671,"6カ月以上",49,4,43,3,"45,5",3,3,3,4,2,3,5,4,3,5,3,3,5,4,3,6,5,4,4,2,3,1,1,"X1",3,"4,5",3,4,"4,5","3,3"
17007350,"大学","文系","現在、勤務しています","A社",441,"店名_514",661137,41518,"6カ月以上",44,3,49,4,46,4,1,1,2,3,3,1,2,1,3,1,2,2,3,3,3,5,2,3,3,2,1,1,"Y2",1,"2,5",1,"1,5","1,5","2,5"
17007351,"大学","文系","現在、勤務しています","A社",555,"店名_825",720556,41730,"6カ月以上",43,3,49,4,"45,5",3,4,4,5,1,2,4,4,4,4,5,3,3,3,2,5,1,5,3,2,3,1,1,"W2",4,"4,5","4,5","3,5",4,"2,8"
17007352,"専門学校","文系","現在、勤務しています","A社",182,"店名_920",567124,40969,"6カ月以上",31,2,36,2,"31,5",2,3,2,2,3,3,3,3,3,2,3,2,3,1,1,2,2,2,2,3,2,1,1,"Y2",3,2,"2,5",3,3,"2,8"
17007353,"大学院（修士）","理系","現在、勤務しています","A社",13,"店名_921",679433,41548,"6カ月以上",60,5,58,5,60,5,5,5,5,3,3,5,4,3,4,4,4,4,5,5,6,5,4,5,3,4,1,1,"X3",5,"4,5","4,5","3,5","4,5","3,8"
17007356,"大学","文系","現在、勤務しています","A社",500,"店名_922",635234,41365,"6カ月以上",50,4,39,3,44,3,5,5,5,3,3,5,5,5,3,5,3,5,3,3,5,4,5,5,2,2,3,1,"W2",5,4,5,5,5,"3,5"
17007357,"大学","文系","現在、勤務しています","A社",557,"店名_923",705875,41699,"6カ月以上",56,5,55,5,56,5,2,2,2,4,4,2,3,3,1,2,1,3,2,3,1,3,2,2,5,2,1,1,"Y3",2,"1,5",2,3,"2,5","2,8"
17007358,"大学","文系","現在、勤務しています","A社",555,"店名_258",697812,41640,"6カ月以上",80,7,74,7,80,7,5,4,4,3,3,3,2,2,3,4,3,3,5,4,6,3,4,3,2,3,1,1,"W4",5,"3,5",4,"2,5","2,5","3,5"
17007359,"大学","文系","現在、勤務しています","A社",499,"店名_467",733434,41821,"6カ月以上",46,4,57,5,"51,5",4,4,4,4,3,3,4,4,3,3,5,1,3,3,3,2,4,5,4,2,2,1,1,"W2",4,"3,5","4,5",3,4,"3,3"
17007360,"大学","文系","現在、勤務しています","A社",499,"店名_924",684144,41579,"6カ月以上",34,2,32,2,31,2,1,1,2,3,5,3,5,3,2,2,2,3,1,1,3,3,3,1,5,2,1,1,"Y3",1,2,"1,5",3,4,"2,8"
17007361,"大学","文系","現在、勤務しています","A社",396,"店名_174",689444,41609,"6カ月以上",39,3,44,3,"40,5",3,4,3,4,4,5,1,1,1,3,3,4,2,2,1,5,2,3,2,5,4,1,1,"Y4",4,"3,5",3,"1,5",1,4
17007362,"大学","文系","現在、勤務しています","A社",482,"店名_925",654509,41487,"6カ月以上",37,2,40,3,37,2,5,5,4,3,3,5,5,5,4,5,1,3,2,1,4,1,4,2,2,1,1,1,"W1",5,4,5,4,5,"3,8"
17007363,"大学","文系","現在、勤務しています","A社",469,"店名_926",668159,41548,"6カ月以上",34,2,35,2,"32,5",2,4,4,4,2,1,3,2,3,3,4,3,3,1,1,3,2,4,3,2,3,1,1,"W4",4,"3,5",4,3,"2,5","2,5"
17007365,"専門学校","文系","現在、勤務しています","A社",174,"店名_927",817465,42125,"6カ月以上",36,2,45,3,"39,5",3,5,5,4,3,3,4,5,4,3,4,2,5,2,1,5,2,4,3,3,1,1,1,"W1",5,"3,5","4,5","4,5","4,5","3,5"
17007366,"大学","文系","現在、勤務しています","A社",497,"店名_928",660049,41518,"6カ月以上",49,4,43,3,"45,5",3,5,4,4,3,2,3,4,4,3,5,3,3,3,3,5,4,4,2,2,3,1,1,"W4",5,"3,5","4,5","3,5","3,5","3,3"
17007367,"大学","文系","現在、勤務しています","A社",482,"店名_929",654433,41487,"6カ月以上",60,5,41,3,"50,5",4,1,2,4,1,2,3,4,3,4,3,1,5,4,4,5,5,3,4,1,2,1,1,"X1",1,4,"2,5",4,"3,5",2
17007369,"大学","文系","現在、勤務しています","A社",104,"店名_775",670969,41548,"6カ月以上",37,2,34,2,34,2,3,3,4,3,4,4,4,3,3,3,3,3,1,1,5,5,3,3,4,4,1,1,"Y2",3,"3,5",3,3,4,"3,3"
17007371,"大学","文系","現在、勤務しています","A社",92,"店名_930",791455,42036,"6カ月以上",60,5,45,3,53,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,3,3,1,1,"W4",4,3,3,3,3,"3,3"
17007374,"大学","文系","現在、勤務しています","A社",518,"店名_931",672842,41518,"6カ月以上",66,6,45,3,56,5,4,3,3,4,4,5,3,3,3,3,4,3,4,4,5,5,3,3,4,4,1,1,"Z1",4,3,3,3,4,"3,8"
17007375,"大学","文系","現在、勤務しています","A社",491,"店名_932",682239,41548,"6カ月以上",38,3,36,2,"35,5",2,3,2,3,4,5,1,2,2,3,3,3,2,2,2,3,3,2,2,5,3,1,1,"Y4",3,3,"2,5",2,"1,5","3,8"
17007377,"大学","文系","現在、勤務しています","A社",491,"店名_055",797223,42064,"6カ月以上",44,3,36,2,39,3,4,5,5,1,1,3,4,5,4,5,3,5,2,2,5,4,5,5,1,2,1,1,"X1",4,"4,5",5,5,"3,5","2,5"
17007378,"大学","文系","現在、勤務しています","A社",65,"店名_795",806384,42095,"6カ月以上",52,4,43,3,47,4,4,4,4,2,2,3,3,3,4,3,1,3,3,2,4,2,4,3,2,1,1,1,"W2",4,4,"3,5",3,3,3
17007379,"大学","文系","現在、勤務しています","A社",144,"店名_933",690655,41609,"6カ月以上",50,4,48,4,49,4,2,3,4,1,2,3,5,4,3,3,3,3,3,3,4,5,2,4,2,3,1,1,"X4",2,"3,5",3,"3,5",4,2
17007380,"大学","文系","現在、勤務しています","A社",486,"店名_934",706253,41699,"6カ月以上",63,6,49,4,57,5,3,2,1,5,5,3,3,3,1,1,1,1,2,3,1,2,2,1,5,1,1,1,"Y3",3,1,"1,5",2,3,"3,5"
17007383,"大学","文系","現在、勤務しています","A社",555,"店名_825",662360,41518,"6カ月以上",67,6,55,5,"62,5",6,3,2,2,3,4,3,3,3,2,3,3,3,3,4,3,3,3,2,4,3,1,1,"Y2",3,2,"2,5",3,3,3
17007384,"大学","文系","現在、勤務しています","A社",495,"店名_935",669024,41518,"6カ月以上",56,5,48,4,"52,5",4,3,4,5,2,3,3,4,4,3,4,2,4,5,4,6,5,4,3,3,2,1,1,"W4",3,4,4,4,"3,5","2,8"
17007387,"大学","文系","現在、勤務しています","A社",104,"店名_775",764014,41913,"6カ月以上",45,3,40,3,"41,5",3,5,5,4,3,3,5,5,5,2,5,1,3,1,2,2,3,5,3,3,1,1,1,"W1",5,3,5,4,5,"3,3"
17007388,"大学","文系","現在、勤務しています","A社",453,"店名_936",686393,41579,"6カ月以上",50,4,35,2,"41,5",3,2,1,2,2,2,3,3,3,4,2,3,3,2,2,5,4,3,2,2,4,1,1,"Z1",2,3,"1,5",3,3,"2,5"
17007389,"大学","文系","現在、勤務しています","A社",147,"店名_937",626190,41334,"6カ月以上",33,2,40,3,35,2,5,5,4,3,2,5,5,5,5,5,1,5,1,1,5,5,5,4,3,2,1,1,"W2",5,"4,5",5,5,5,"3,8"
17007390,"大学","文系","現在、勤務しています","A社",578,"店名_938",715439,41730,"6カ月以上",42,3,39,3,"39,5",3,4,5,5,3,2,4,5,5,5,5,3,5,3,2,6,6,4,5,2,3,1,1,"X1",4,5,5,5,"4,5","3,5"
17007391,"大学","文系","現在、勤務しています","A社",564,"店名_111",725656,41791,"6カ月以上",27,1,34,2,28,1,3,3,3,5,5,3,3,3,3,3,3,2,1,1,4,2,3,1,5,3,1,1,"Y3",3,3,3,"2,5",3,4
17007392,"大学","理系","現在、勤務しています","A社",13,"店名_939",714254,41365,"6カ月以上",37,2,52,4,44,3,5,5,4,3,2,5,5,5,5,5,2,5,4,3,6,6,5,5,3,2,1,1,"W2",5,"4,5",5,5,5,"3,8"
17007393,"大学","文系","現在、勤務しています","A社",602,"店名_940",750996,41883,"6カ月以上",53,4,59,5,57,5,5,4,3,3,4,5,3,4,3,3,4,3,3,3,3,2,3,3,4,3,1,1,"Y2",5,3,"3,5","3,5",4,"3,8"
17007394,"大学","文系","現在、勤務しています","A社",153,"店名_462",668791,41518,"6カ月以上",57,5,51,4,"54,5",5,2,2,3,3,3,2,3,2,3,3,3,3,3,4,4,5,3,3,3,4,1,1,"Z1",2,3,"2,5","2,5","2,5","2,8"
17007396,"大学","理系","現在、勤務しています","A社",477,"店名_941",673005,41548,"6カ月以上",68,6,72,7,"72,5",7,1,1,1,3,3,2,3,1,3,1,3,2,4,5,4,5,1,3,3,4,1,1,"Z4",1,2,1,"1,5","2,5","2,5"
17007398,"大学","文系","現在、勤務しています","A社",153,"店名_462",714421,41730,"6カ月以上",22,1,41,3,"29,5",1,4,3,3,3,4,3,3,3,3,3,4,3,1,1,5,4,3,3,5,3,1,1,"Y2",4,3,3,3,3,"3,5"
17007400,"大学","文系","現在、勤務しています","A社",537,"店名_942",793763,42036,"6カ月以上",56,5,52,4,"54,5",5,1,2,3,3,4,3,3,2,3,1,3,3,3,3,3,2,1,3,3,2,1,1,"Z1",1,3,"1,5","2,5",3,"2,8"
17007402,"大学","文系","現在、勤務しています","A社",104,"店名_775",793562,42036,"6カ月以上",51,4,36,2,"42,5",3,1,1,1,3,4,1,1,1,2,1,5,1,2,3,2,4,1,2,5,5,1,1,"Z3",1,"1,5",1,1,1,"2,5"
17007406,"大学","文系","現在、勤務しています","A社",555,"店名_943",662364,41518,"6カ月以上",53,4,51,4,"52,5",4,3,4,5,3,4,3,3,3,4,4,3,4,4,4,5,5,4,4,3,3,1,1,"X3",3,"4,5",4,"3,5",3,"3,5"
17007408,"大学","文系","現在、勤務しています","A社",402,"店名_919",871870,42309,"6カ月未満",47,4,40,3,"42,5",3,3,2,3,4,4,2,2,2,2,3,5,1,2,2,1,2,1,2,4,4,1,1,"Z3",3,"2,5","2,5","1,5",2,"3,3"
17007410,"大学","文系","現在、勤務しています","A社",104,"店名_541",638818,41395,"6カ月以上",51,4,43,3,"46,5",4,5,5,5,5,5,5,5,5,5,5,3,5,4,3,6,4,5,3,4,2,1,1,"W3",5,5,5,5,5,5
17007412,"大学","文系","現在、勤務しています","A社",182,"店名_920",701317,41671,"6カ月以上",27,1,42,3,"32,5",2,3,4,5,3,4,4,5,4,4,4,3,4,1,1,5,5,3,4,3,3,1,1,"X3",3,"4,5",4,4,"4,5","3,5"
17007413,"大学","文系","現在、勤務しています","A社",174,"店名_616",678464,41548,"6カ月以上",38,3,36,2,"35,5",2,3,3,3,2,2,3,4,3,5,4,3,3,2,1,5,2,4,2,2,3,1,1,"W4",3,4,"3,5",3,"3,5",3
17007414,"大学","文系","現在、勤務しています","A社",483,"店名_944",661646,41518,"6カ月以上",46,4,38,3,41,3,4,3,2,5,4,3,3,3,2,2,3,2,1,2,2,3,3,2,5,2,1,1,"Y1",4,2,"2,5","2,5",3,"3,8"
17007416,"大学","文系","現在、勤務しています","A社",466,"店名_945",775344,41944,"6カ月以上",33,2,36,2,"32,5",2,3,4,4,3,3,3,3,4,4,3,4,5,2,1,6,3,4,3,3,3,1,1,"W4",3,4,"3,5","4,5",3,"3,3"
17007417,"大学","文系","現在、勤務しています","A社",555,"店名_825",699049,41640,"6カ月以上",78,7,80,7,80,7,5,5,4,1,2,5,5,5,5,5,1,5,5,4,5,3,5,3,1,1,1,1,"W2",5,"4,5",5,5,5,"3,3"
17007418,"大学","文系","現在、勤務しています","A社",555,"店名_943",845923,41730,"6カ月以上",58,5,68,6,"64,5",6,4,4,3,5,5,3,3,3,3,3,4,3,4,5,4,4,3,3,4,4,1,1,"Z1",4,3,"3,5",3,3,"4,3"
17007423,"大学","文系","現在、勤務しています","A社",114,"店名_670",689346,41579,"6カ月以上",49,4,52,4,"50,5",4,3,4,5,3,2,4,3,3,5,5,3,4,4,4,5,5,4,5,2,3,1,1,"X1",3,5,"4,5","3,5","3,5","3,3"
17007429,"大学","文系","現在、勤務しています","A社",563,"店名_662",687746,41579,"6カ月以上",52,4,51,4,"51,5",4,1,2,2,2,4,1,1,1,3,2,4,3,5,3,6,2,3,1,4,4,1,1,"Y4",1,"2,5",2,2,1,"2,5"
17007432,"大学","理系","過去に勤務していました","B社",1356,"店名_527",561869,40940,"6カ月以上",72,7,66,6,"71,5",7,5,5,5,4,3,5,5,5,4,5,3,5,5,5,5,5,5,5,3,3,1,1,"X1",5,"4,5",5,5,5,4
17007433,"大学","文系","勤務経験なし",,,,,,,46,4,46,4,"45,5",3,3,3,4,2,1,5,5,5,3,4,1,3,2,3,2,3,4,3,1,1,1,1,"W2",3,"3,5","3,5",4,5,"2,3"
17007450,"大学","文系","現在、勤務しています","B社",1393,"店名_946",650348,41426,"6カ月以上",51,4,47,4,49,4,5,4,4,5,4,3,3,4,4,4,4,3,3,3,4,5,4,4,3,4,1,1,"X3",5,4,4,"3,5",3,"4,5"
17007452,"大学","理系","現在、勤務しています","B社",1149,"店名_833",703086,41671,"6カ月以上",46,4,50,4,48,4,3,4,5,1,1,4,5,5,5,4,1,5,3,3,5,3,3,4,2,1,1,1,"X1",3,5,4,5,"4,5","2,5"
17007455,"大学","文系","勤務経験なし",,,,,,,61,5,59,5,"61,5",5,5,5,5,3,2,5,4,5,3,5,2,3,4,3,4,1,5,2,3,2,1,1,"W3",5,4,5,4,"4,5","3,3"
17007457,"大学","文系","勤務経験なし",,,,,,,71,7,47,4,60,5,3,3,5,4,4,4,4,4,3,3,3,3,4,4,4,3,4,3,4,3,1,1,"W4",3,4,3,"3,5",4,"3,5"
17007462,"専門学校","理系","現在、勤務しています","B社",1313,"店名_565",872909,42309,"6カ月未満",23,1,52,4,36,2,4,4,5,1,2,5,5,4,5,4,2,5,2,2,5,4,5,4,1,3,1,1,"W2",4,5,4,"4,5",5,3
17007470,"大学","文系","勤務経験なし",,,,,,,53,4,57,5,"55,5",5,4,3,3,4,5,3,2,2,3,3,4,3,3,3,4,4,3,2,4,3,1,1,"Y2",4,3,3,"2,5","2,5",4
17007476,"大学","文系","現在、勤務しています","A社",577,"店名_947",711370,41699,"6カ月以上",54,5,44,3,49,4,3,4,4,4,3,3,4,4,4,4,3,4,3,3,5,5,4,4,4,3,1,1,"W4",3,4,4,4,"3,5","3,5"
17007487,"大学","文系","勤務経験なし",,,,,,,47,4,48,4,47,4,4,4,4,4,5,4,3,3,3,4,4,3,3,3,5,3,4,3,4,4,1,1,"Y2",4,"3,5",4,3,"3,5",4
17007489,"大学","文系","勤務経験なし",,,,,,,44,3,50,4,"46,5",4,4,5,5,3,3,5,5,5,5,4,3,5,3,2,5,2,4,3,2,2,1,1,"W2",4,5,"4,5",5,5,"3,8"
17007491,"大学","文系","現在、勤務しています","A社",595,"店名_658",724256,41760,"6カ月以上",50,4,54,5,"52,5",4,3,4,3,3,3,1,1,2,5,4,3,3,3,4,3,6,3,4,3,4,1,1,"Z1",3,4,4,"2,5",1,"3,5"
17007492,"大学","文系","勤務経験なし",,,,,,,63,6,68,6,"67,5",6,3,3,4,2,3,2,3,2,5,4,3,1,4,5,3,5,2,4,2,3,1,1,"X4",3,"4,5","3,5","1,5","2,5","3,3"
17007504,"大学","文系","勤務経験なし",,,,,,,70,7,70,7,"72,5",7,3,4,5,2,3,3,3,3,5,5,5,5,5,5,6,5,4,5,3,5,1,1,"X4",3,5,"4,5",4,3,"3,3"
17007507,"大学","文系","勤務経験なし",,,,,,,57,5,48,4,53,4,4,3,3,4,4,5,4,5,3,3,3,3,3,3,4,2,3,1,5,3,1,1,"Y3",4,3,3,4,"4,5","3,8"
17007514,"大学","文系","現在、勤務しています","A社",114,"店名_948",696561,41609,"6カ月以上",46,4,31,2,37,2,3,3,3,3,4,3,3,3,4,3,3,3,2,2,4,4,3,3,4,3,1,1,"Y2",3,"3,5",3,3,3,"3,5"
17007526,"大学","文系","勤務経験なし",,,,,,,61,5,49,4,"55,5",5,5,5,5,2,2,4,5,5,4,5,3,5,4,3,5,3,5,5,2,2,1,1,"W2",5,"4,5",5,5,"4,5","3,3"
17007536,"大学","文系","勤務経験なし",,,,,,,45,3,59,5,"52,5",4,4,5,5,4,3,5,5,5,5,5,2,5,5,4,6,6,5,5,3,2,1,1,"W2",4,5,5,5,5,4
17007550,"大学","理系","現在、勤務しています","B社",1421,"店名_949",821524,42156,"6カ月以上",50,4,54,5,"52,5",4,4,4,4,2,2,4,5,5,5,5,1,4,3,4,2,5,5,4,2,2,1,1,"W2",4,"4,5","4,5","4,5","4,5","3,3"
17007566,"大学","文系","勤務経験なし",,,,,,,67,6,48,4,"58,5",5,4,5,5,1,1,5,5,5,5,5,3,5,5,5,6,5,4,5,1,3,1,1,"X2",4,5,5,5,5,"2,8"
17007569,"大学","文系","現在、勤務しています","B社",1384,"店名_826",666271,41518,"6カ月以上",70,7,67,6,71,7,4,5,5,3,3,3,3,3,5,5,5,5,5,5,6,6,4,5,3,5,1,1,"X4",4,5,5,4,3,"3,8"
17007578,"大学院（修士）","文系","勤務経験なし",,,,,,,44,3,51,4,47,4,2,2,3,3,3,1,3,2,2,2,2,1,2,2,1,1,1,1,4,1,1,1,"Y3",2,"2,5",2,"1,5",2,"2,5"
17007579,"大学","文系","勤務経験なし",,,,,,,53,4,58,5,56,5,4,5,4,4,4,4,3,5,4,4,4,5,5,4,6,5,4,4,4,4,1,1,"Z1",4,4,"4,5",5,"3,5",4
17007582,"大学","文系","勤務経験なし",,,,,,,65,6,50,4,"58,5",5,4,4,4,3,3,3,3,3,3,4,4,3,3,4,3,4,3,3,3,4,1,1,"Z1",4,"3,5",4,3,3,"3,3"
17007592,"大学院（修士）","文系","勤務経験なし",,,,,,,20,1,45,3,"30,5",2,4,3,3,3,3,3,2,3,3,4,2,3,1,1,4,3,4,3,3,2,1,1,"W4",4,3,"3,5",3,"2,5","3,3"
17007601,"大学","文系","勤務経験なし",,,,,,,56,5,57,5,"57,5",5,5,5,5,2,1,5,5,5,5,5,3,5,5,5,6,5,5,4,2,3,1,1,"W2",5,5,5,5,5,"3,3"
17007622,"大学","文系","勤務経験なし",,,,,,,55,5,63,6,60,5,3,3,2,4,4,3,2,3,2,3,3,2,4,4,4,3,3,1,4,2,1,1,"Y1",3,2,3,"2,5","2,5","3,3"
17007624,"大学","文系","勤務経験なし",,,,,,,68,6,60,5,"65,5",6,3,2,4,2,2,3,2,1,5,3,4,4,5,4,6,3,3,4,2,4,1,1,"X4",3,"4,5","2,5","2,5","2,5",3
17007629,"大学","文系","過去に勤務していました","B社",482,"店名_950",,40299,"6カ月以上",65,6,59,5,"63,5",6,4,5,5,2,3,4,4,3,4,4,2,5,5,5,6,5,4,5,2,2,1,1,"X1",4,"4,5","4,5",4,4,"3,3"
17007655,"大学","文系","勤務経験なし",,,,,,,51,4,57,5,"54,5",5,5,5,5,3,3,5,5,5,5,5,3,5,4,4,5,5,5,5,3,3,1,1,"W2",5,5,5,5,5,4
17007659,"大学","文系","現在、勤務しています","A社",481,"店名_199",721349,41730,"6カ月以上",45,3,32,2,37,2,4,5,5,5,4,3,2,2,4,4,3,3,2,2,5,5,4,4,5,3,1,1,"Y2",4,"4,5","4,5","2,5","2,5","4,3"
17007674,"大学","文系","現在、勤務しています","B社",1432,"店名_616",654212,41487,"6カ月以上",50,4,52,4,51,4,4,3,4,2,3,5,5,4,3,3,2,3,3,3,4,3,4,2,3,3,1,1,"W4",4,"3,5",3,"3,5",5,3
17007676,"大学","文系","現在、勤務しています","B社",1528,"店名_915",823662,42156,"6カ月以上",33,2,25,1,"26,5",1,3,3,3,3,3,3,3,3,2,3,3,3,1,1,3,2,2,2,3,2,1,1,"Y2",3,"2,5",3,3,3,"2,8"
17007677,"大学","文系","現在、勤務しています","B社",1478,"店名_552",792024,42036,"6カ月以上",53,4,55,5,"54,5",5,5,5,4,5,5,3,3,4,3,5,4,3,3,4,4,5,3,3,5,3,1,1,"Y2",5,"3,5",5,"3,5",3,"4,5"
17007690,"大学","理系","勤務経験なし",,,,,,,64,6,80,7,"74,5",7,5,5,4,3,2,5,5,5,4,4,1,5,5,5,5,4,5,4,2,1,1,1,"W2",5,4,"4,5",5,5,"3,5"
17007694,"大学","文系","現在、勤務しています","B社",1505,"店名_495",748872,41883,"6カ月以上",46,4,55,5,"50,5",4,4,5,5,1,1,3,5,5,4,5,1,5,3,3,3,4,4,5,1,1,1,1,"X1",4,"4,5",5,5,4,"2,5"
17007719,"大学院（修士）","理系","勤務経験なし",,,,,,,64,6,60,5,"63,5",6,3,3,3,3,5,5,5,4,3,2,1,4,5,3,5,2,3,3,5,1,1,1,"Y1",3,3,"2,5",4,5,"3,5"
17007741,"大学","文系","勤務経験なし",,,,,,,52,4,50,4,51,4,5,5,5,4,4,5,3,3,5,5,3,5,4,4,5,5,5,4,3,4,1,1,"W4",5,5,5,4,4,"4,5"
17007757,"大学","文系","勤務経験なし",,,,,,,57,5,57,5,58,5,3,3,3,2,2,3,3,3,5,3,4,5,5,5,6,5,3,5,2,3,1,1,"X2",3,4,3,4,3,3
17007785,"大学","文系","現在、勤務しています","A社",204,"店名_951",685996,41579,"6カ月以上",20,1,27,1,"20,5",1,2,2,3,3,4,2,2,2,1,1,3,3,1,1,3,2,3,2,5,3,1,1,"Y3",2,2,"1,5","2,5",2,"2,5"
17007830,"大学","文系","勤務経験なし",,,,,,,44,3,44,3,"43,5",3,3,3,3,5,5,1,2,2,2,3,5,2,3,2,3,2,2,1,5,4,1,1,"Y4",3,"2,5",3,2,"1,5","3,8"
17007834,"大学","文系","勤務経験なし",,,,,,,65,6,55,5,"61,5",5,4,4,5,2,2,5,5,4,5,5,3,5,5,4,5,4,4,4,2,3,1,1,"X1",4,5,"4,5","4,5",5,"3,3"
17007840,"大学院（修士）","文系","勤務経験なし",,,,,,,30,2,49,4,"38,5",3,3,3,4,3,4,3,2,2,4,3,3,3,3,2,6,6,3,4,4,4,1,1,"Z1",3,4,3,"2,5","2,5","3,5"
17007847,"大学","文系","勤務経験なし",,,,,,,51,4,62,6,"57,5",5,5,5,4,3,3,3,4,4,5,4,4,5,5,5,6,5,4,4,3,4,1,1,"X3",5,"4,5","4,5","4,5","3,5",4
17007864,,,"勤務経験なし",,,,,,,29,1,23,1,21,1,4,4,4,3,2,4,3,4,4,4,4,3,1,1,3,2,4,3,2,3,1,1,"W4",4,4,4,"3,5","3,5",0
17007879,"大学","文系","勤務経験なし",,,,,,,53,4,73,7,"64,5",6,5,5,5,2,2,5,5,5,5,5,3,4,4,4,4,3,5,4,2,3,1,1,"W2",5,5,5,"4,5",5,"3,5"
17007886,"大学","文系","勤務経験なし",,,,,,,58,5,55,5,"57,5",5,3,2,2,2,3,3,3,2,3,3,3,3,3,4,3,3,3,2,4,3,1,1,"Y2",3,"2,5","2,5","2,5",3,"2,8"
17007888,"大学","文系","勤務経験なし",,,,,,,44,3,42,3,42,3,3,2,2,4,5,2,3,2,2,2,4,1,1,1,1,1,1,1,5,4,1,1,"Y4",3,2,2,"1,5","2,5","3,5"
